first_name,middle_initial,last_name,animal,material,country
Blinnie,K,Girardot,"Goose, cape barren",Granite,Poland
Rici,V,Raynton,"Owl, snowy",Aluminum,Philippines
Chicky,B,Macoun,"Colobus, magistrate black",Plastic,Afghanistan
Augustine,Q,Aubry,Little blue penguin,Stone,Kosovo
Nicko,E,Armytage,Red-tailed wambenger,Steel,Thailand
Carlye,L,Abramcik,"Raccoon, common",Granite,Thailand
Hadria,O,Wardhough,"Wolf, common",Stone,Brazil
Jackqueline,L,Cranstone,Eastern quoll,Vinyl,Belarus
Myrtie,K,Baudry,Great horned owl,Plexiglass,Guatemala
Emlynn,C,Hunnawill,"Duck, mountain",Stone,Dominican Republic
Malchy,R,Vasyukov,"Rat, arboral spiny",Steel,Macedonia
Ches,Y,Seary,Lily trotter,Aluminum,Mongolia
Saul,Y,Leggitt,"Stork, marabou",Glass,Nigeria
Linoel,C,Lamps,Eastern grey kangaroo,Plastic,Russia
Marco,G,Usher,Spectacled caiman,Brass,South Africa
Onida,X,Trengove,Bateleur eagle,Wood,Indonesia
Bogart,X,Drennan,Rufous tree pie,Granite,Nigeria
Margarethe,E,Stirzaker,Common eland,Plastic,Bulgaria
Dotty,S,Ambroise,Black-throated cardinal,Stone,Malta
Seth,X,Want,Burchell's gonolek,Wood,Sweden
Jabez,M,Fowden,"Ibis, puna",Rubber,Indonesia
Loydie,M,Freathy,"Wallaby, tammar",Glass,Ukraine
Dorella,G,Blackney,"Eagle, pallas's fish",Plastic,Poland
Byram,K,Osbaldeston,Darwin ground finch (unidentified),Aluminum,France
Carlyle,A,Ekins,Southern tamandua,Plastic,Venezuela
Cazzie,R,Alkins,"Dragon, western bearded",Plastic,Finland
Lowe,S,Grimmert,Magellanic penguin,Vinyl,Greece
Blane,O,Corton,Spotted deer,Glass,China
Fairfax,W,Cansdale,Waved albatross,Plexiglass,Sweden
Alberto,T,Skippon,"Barbet, levaillant's",Wood,Indonesia
Ginevra,H,Dickman,Caracal,Steel,Russia
Murial,F,Harback,Black-capped chickadee,Plastic,Poland
Gradey,Q,Hand,Bottle-nose dolphin,Plexiglass,China
Myra,M,Reyson,"Oryx, fringe-eared",Plexiglass,Thailand
Eveline,F,Howgate,"Porcupine, north american",Rubber,Sudan
Aron,E,Abade,Sugar glider,Glass,Cuba
Jack,L,Timson,"Tern, white-winged black",Stone,Brazil
Clio,J,Lydall,"Goose, egyptian",Wood,Pakistan
Winifield,H,Blazey,Lesser flamingo,Plastic,Ireland
Donn,B,Willgrass,Common mynah,Steel,Russia
Olympia,M,Jagiello,White-browed sparrow weaver,Plastic,Democratic Republic of the Congo
Emmy,K,Bhatia,Goliath heron,Plexiglass,Mali
Jody,F,Scottini,Little heron,Brass,Philippines
Teodor,P,Reay,Dark-winged trumpeter,Glass,France
Annamarie,W,Rault,"Falcon, peregrine",Steel,Czech Republic
Thaddus,N,Lade,"Bat, asian false vampire",Steel,Russia
Rae,F,Piggen,Black-backed magpie,Stone,Russia
Lonnie,N,Paprotny,"Lemming, arctic",Plexiglass,Kazakhstan
Marlena,W,Jzak,Komodo dragon,Wood,Democratic Republic of the Congo
Chanda,L,Steketee,Gecko (unidentified),Stone,Russia
Steffi,N,Orht,"Gull, southern black-backed",Granite,Indonesia
Fanechka,N,Le Guin,"Dove, ring",Wood,Argentina
Daron,Q,Chattey,Civet (unidentified),Aluminum,Indonesia
Joellyn,Z,Prettyman,White-necked stork,Rubber,Sweden
Karlik,A,Stamper,Yellow mongoose,Plexiglass,Czech Republic
Norah,J,Iacovone,"Boubou, southern",Plastic,Bosnia and Herzegovina
Carlina,Z,Harder,Wild boar,Wood,Serbia
Wake,X,Durrad,White-browed owl,Vinyl,Indonesia
Abdul,C,Senecaut,White-browed sparrow weaver,Brass,Uruguay
Ashlin,O,Josovitz,"Macaque, pig-tailed",Stone,Indonesia
Chalmers,S,Ranking,Malleefowl,Steel,Ukraine
Genevra,O,Carvilla,"Tapir, brazilian",Glass,Czech Republic
Ronald,V,Hinckley,Black-backed jackal,Aluminum,China
Ginelle,Z,Josebury,"Civet, small-toothed palm",Rubber,China
Ilka,V,Epine,King cormorant,Vinyl,Israel
Bertina,H,Cranna,Yellow-crowned night heron,Stone,Ecuador
Emmit,K,Burgiss,"Pie, rufous tree",Plexiglass,China
Faber,S,De la Yglesia,"Pheasant, ring-necked",Aluminum,Ecuador
Korella,N,Croucher,"Iguana, common green",Brass,Somalia
Demetra,K,Ruzicka,"Goose, spur-winged",Aluminum,China
Hedvig,F,Allans,Frilled lizard,Steel,United States
Ola,Q,Oxenford,"Cat, cape wild",Brass,Russia
Brina,I,Frensch,Desert kangaroo rat,Wood,Norway
Bernardina,N,Rihosek,Red squirrel,Stone,Russia
Annalise,Y,Chape,Eurasian red squirrel,Steel,Democratic Republic of the Congo
Meir,J,Gatheridge,"Lynx, african",Glass,Albania
Etan,N,Mulbry,Asian red fox,Granite,China
Sher,V,O' Bee,"Stork, white",Brass,China
Ilise,F,Bent,"Owl, burrowing",Wood,Peru
Horton,L,Lewisham,"Monkey, red howler",Plastic,China
Eleanore,G,Wellbelove,Green-winged trumpeter,Aluminum,Ireland
Milissent,H,Baumann,Small Indian mongoose,Vinyl,Japan
Jerrome,P,Keysall,"Bird, magnificent frigate",Wood,Chad
Christalle,I,Mundow,"Squirrel, antelope ground",Aluminum,Palestinian Territory
Leta,M,Schimon,"Monkey, rhesus",Vinyl,Nigeria
Winny,A,Bedow,Thomson's gazelle,Glass,China
Marius,I,Bernardini,"Vulture, white-headed",Brass,Egypt
Ondrea,V,Jerrim,Long-tailed jaeger,Granite,China
Janeen,Z,Knapman,African wild dog,Glass,Spain
Gard,U,Keyhoe,"Iguana, marine",Brass,Philippines
Reilly,X,Frankcomb,African pied wagtail,Aluminum,Indonesia
Daniela,E,Stoddart,"Jaeger, long-tailed",Plexiglass,Sri Lanka
Leanora,V,Dolan,Greater sage grouse,Wood,China
Kacy,J,Gulliford,Cougar,Wood,Czech Republic
Alfreda,X,Duckinfield,Adouri (unidentified),Rubber,Bosnia and Herzegovina
Parker,T,Wrettum,Grant's gazelle,Plexiglass,Belgium
Gussy,Y,Knevett,Red-billed tropic bird,Plexiglass,Indonesia
Berte,O,Yarnton,Osprey,Steel,Nigeria
Dreddy,O,Richley,Indian giant squirrel,Plexiglass,Russia
Shirlene,L,Maud,Swamp deer,Steel,Micronesia
Bastien,B,Longford,"Baboon, olive",Rubber,Indonesia
Griz,R,Gabb,Herring gull,Vinyl,Brazil
Joseito,N,Retchless,Great skua,Rubber,Croatia
Lew,T,Timeby,Cougar,Vinyl,Serbia
Eyde,W,Petters,"Crane, blue",Rubber,Cuba
Jody,I,Ornillos,Black-collared barbet,Rubber,Nigeria
Ronnie,Y,Orriss,"Dragon, netted rock",Rubber,Cambodia
Harri,R,Fields,Two-banded monitor,Plexiglass,France
Astrid,U,Draisey,"Owl, madagascar hawk",Aluminum,France
Stan,F,Poinsett,"Wallaby, bennett's",Stone,Nigeria
Malinda,S,Grim,"Nuthatch, red-breasted",Plexiglass,Portugal
Carrissa,Z,Slowan,Southern brown bandicoot,Vinyl,China
Bobbi,T,Gawkroge,Green vine snake,Rubber,United Kingdom
Patrizio,P,Pulbrook,Savannah deer,Brass,Brazil
Culley,Y,Northbridge,"Kingfisher, malachite",Brass,El Salvador
Levin,Q,Jouhandeau,Burmese black mountain tortoise,Plexiglass,Russia
Devonne,A,Firminger,"Kiskadee, great",Glass,France
Korry,U,Jaegar,Squirrel glider,Steel,Indonesia
Talyah,O,Beddis,Short-beaked echidna,Glass,Philippines
Roxy,E,Colebourn,Agama lizard (unidentified),Steel,Peru
Rudy,U,Bossel,Cape Barren goose,Plexiglass,Portugal
Valli,Z,Santry,Blackish oystercatcher,Glass,Russia
Jerry,Z,Camm,Yellow-headed caracara,Steel,France
Shandeigh,J,Tackell,Chimpanzee,Glass,Sweden
Charles,W,Warwicker,"Cormorant, large",Plexiglass,China
Jorge,K,McGinney,Red-breasted nuthatch,Granite,Brazil
Ferguson,P,Binyon,"Rhinoceros, white",Aluminum,Thailand
Jephthah,V,Moro,Hyrax,Granite,Indonesia
Beulah,I,Sharply,Antelope ground squirrel,Steel,Argentina
Frasquito,V,Daly,Argalis,Aluminum,Democratic Republic of the Congo
Lynda,P,Veale,Jungle kangaroo,Steel,Philippines
Pamelina,R,Trillo,Silver-backed jackal,Stone,Indonesia
Ediva,K,Donat,Eastern indigo snake,Brass,Mayotte
Anna-diane,K,Korpolak,Greylag goose,Glass,China
Clementius,X,Shills,Mississippi alligator,Brass,Azerbaijan
Mahalia,O,Andersch,African polecat,Plexiglass,Argentina
Kelsi,O,Tolliday,"Weaver, red-billed buffalo",Vinyl,Namibia
Decca,X,Chettoe,Magistrate black colobus,Plastic,United States
Lennard,I,Chandler,"Grouse, sage",Steel,Poland
Galen,I,Rathe,"Squirrel, malabar",Stone,Sweden
Currey,Q,Lafranconi,"Boa, malagasy ground",Rubber,Philippines
Germana,N,De Ruel,"Starfish, crown of thorns",Brass,Zimbabwe
Sherilyn,P,Lilly,White-fronted bee-eater,Plastic,Indonesia
Violette,J,Bermingham,Ring-tailed lemur,Brass,Indonesia
Marcel,C,Hartas,Brazilian otter,Steel,China
Jackquelin,N,Scryne,Ground legaan,Aluminum,Poland
Gray,T,Blest,Greater kudu,Plastic,Indonesia
Wat,Z,Kleynermans,Klipspringer,Glass,Jersey
Hastings,H,Houdmont,Galah,Vinyl,Poland
Rosalia,S,Skeldon,"Baboon, yellow",Granite,Japan
Philly,X,Brodnecke,"Antelope, four-horned",Steel,Brazil
Dukie,P,Somerville,Northern fur seal,Glass,Indonesia
Stearne,M,Gocke,"Bulbul, african red-eyed",Plastic,China
Kerwin,P,Koubu,"Pademelon, red-legged",Rubber,China
Sigfrid,S,Kendal,Sage hen,Stone,Vietnam
Halette,U,Jedrzej,Galapagos penguin,Steel,Canada
Jedediah,F,Girardy,"Admiral, indian red",Steel,China
Shana,P,Lenham,Great white pelican,Brass,Greece
Weidar,W,Iacovelli,Mule deer,Vinyl,China
Reynolds,W,Michele,Asian water buffalo,Steel,Poland
Bryna,N,Gridon,Savanna baboon,Plexiglass,Ukraine
Bartolomeo,I,Banghe,Woylie,Rubber,Indonesia
Maureene,Q,Sinton,Bontebok,Rubber,Japan
Ingunna,Y,Furneaux,"Heron, boat-billed",Glass,Micronesia
Rogerio,A,Drover,Puma,Vinyl,Namibia
Ogdan,O,Fairhurst,Bare-faced go away bird,Steel,China
Cirstoforo,C,Quinnette,Rock dove,Rubber,France
Doria,B,Gebhard,Field flicker,Plastic,Vietnam
Sybil,F,Kynston,"Cormorant, great",Vinyl,Argentina
Caroline,O,Ayars,White-cheeked pintail,Plastic,Indonesia
Margaretha,X,Eannetta,"Nighthawk, common",Rubber,Ukraine
Nollie,O,Millimoe,White-bellied sea eagle,Granite,Armenia
Vania,J,Djekic,"Robin, kalahari scrub",Steel,Indonesia
Chelsae,W,Pettengell,"Rhinoceros, black",Steel,Philippines
Lavina,Y,Abbots,"Lizard, goanna",Aluminum,China
Karon,U,Ashfold,"Deer, spotted",Aluminum,Poland
Micah,Z,Noorwood,"Shelduck, european",Vinyl,Armenia
Shellie,W,Bettinson,Groundhog,Glass,Angola
Harrietta,L,Exposito,Asiatic jackal,Glass,Tunisia
Peggy,L,Baudains,"Dove, ring",Plexiglass,Peru
Steven,R,Congdon,"Pigeon, wood",Vinyl,Indonesia
Ivette,Z,Kobiela,"Deer, spotted",Aluminum,Hungary
Sioux,E,Arnoult,"Macaw, blue and yellow",Steel,Philippines
Cly,E,Scocroft,"Boar, wild",Steel,Portugal
Pavel,G,Sandison,Asian foreset tortoise,Granite,Tanzania
Chris,U,Checchetelli,Frilled dragon,Vinyl,Indonesia
Karl,B,Munford,Cape fox,Stone,Indonesia
Roze,G,Skivington,Bontebok,Wood,Indonesia
Florentia,G,McCaster,"Owl, snowy",Glass,Portugal
Durante,S,Sinott,Golden jackal,Vinyl,Brazil
Nerissa,L,Lowrance,"Gecko, tokay",Steel,Canada
Chloe,C,Christofol,Prehensile-tailed porcupine,Brass,Russia
Seline,B,Manuel,Civet cat,Plexiglass,Indonesia
Malinda,R,MacNeill,Blue and yellow macaw,Rubber,Albania
Piper,Q,Smail,Comb duck,Steel,Indonesia
Margarita,U,Wybourne,Eastern grey kangaroo,Aluminum,Cyprus
Noble,I,Cruft,"Barbet, black-collared",Aluminum,Peru
Skye,Y,Rosenvasser,White-nosed coatimundi,Plastic,China
Sunshine,G,Hiom,"Mongoose, yellow",Rubber,France
Carina,B,Place,Great kiskadee,Glass,Uzbekistan
Nappie,Y,Dibb,Sable antelope,Plexiglass,Kyrgyzstan
Joice,J,Trinder,Southern hairy-nosed wombat,Steel,Colombia
Carolee,X,Ballefant,Civet cat,Granite,Armenia
Dido,C,Paaso,"Fox, savanna",Aluminum,Ireland
Dyann,E,Extall,Egyptian vulture,Plastic,Russia
Mandi,H,Pezey,"Pigeon, wood",Rubber,Kyrgyzstan
Alwyn,G,Spargo,"Wambenger, red-tailed",Plastic,China
Dell,M,Gashion,White-throated robin,Brass,Panama
Breanne,S,Swadling,Black-tailed prairie dog,Stone,Poland
Marji,G,Bunney,Blue-tongued skink,Plastic,Saint Vincent and the Grenadines
Cyb,O,Heine,Superb starling,Plexiglass,Poland
Estelle,R,Sture,Puma,Rubber,Indonesia
Jarib,D,Melmore,Canadian river otter,Plastic,Greece
Monte,B,Renachowski,"Hornbill, yellow-billed",Rubber,France
Babs,N,Woodhams,Levaillant's barbet,Plexiglass,China
Skelly,K,Sherlock,Cougar,Stone,Colombia
Yasmin,E,Sterling,"Sheathbill, snowy",Stone,Cuba
Louise,Q,Stille,Red howler monkey,Glass,Sweden
Floyd,C,Chaudrelle,"Dragon, komodo",Glass,Thailand
Gale,C,Cometti,Plains zebra,Wood,Bosnia and Herzegovina
Giffard,O,Geroldi,Clark's nutcracker,Brass,Russia
Else,C,Westmore,Common seal,Glass,Sweden
Rici,Y,Ramelot,Orca,Plastic,Portugal
Candie,H,Aldin,Striped skunk,Glass,China
Rustie,U,Bridgewood,Brazilian tapir,Wood,Luxembourg
Eldin,S,Jaggar,"Bleu, red-cheeked cordon",Brass,China
Cullan,D,Jowsey,Short-nosed bandicoot,Wood,Indonesia
Lettie,P,Kundt,Indian peacock,Plastic,Poland
Maurizio,O,Hebron,Yellow-brown sungazer,Steel,Russia
Teressa,A,Clow,"Leopard, indian",Vinyl,Canada
Glennis,L,Yeowell,"Lorikeet, scaly-breasted",Aluminum,China
Malory,L,Halfhyde,"Squirrel, richardson's ground",Granite,Poland
Dela,J,Sircomb,American marten,Wood,Philippines
Emery,L,Le Brun,"Squirrel, golden-mantled ground",Brass,Russia
Johnathan,I,Rawll,"Gecko, barking",Stone,Russia
Lauren,N,Vasyanin,"Mockingbird, galapagos",Granite,Brazil
Terrye,B,Vassie,"Skimmer, four-spotted",Wood,Netherlands
Nikolai,M,Cranidge,Savanna baboon,Stone,Canada
Sim,I,Lerven,"Stork, woolly-necked",Brass,China
Lazare,V,Spendlove,Euro wallaby,Glass,Nauru
Lyell,W,Feacham,Blue-faced booby,Wood,Pakistan
Carlota,A,Giscken,Neotropic cormorant,Brass,Gabon
Moshe,W,Muffen,"Wombat, common",Granite,China
Alison,B,Ellington,Red-capped cardinal,Wood,Philippines
Joli,R,Haslewood,Bleeding heart monkey,Stone,Eritrea
Lovell,V,McIlwrath,Giant girdled lizard,Wood,Indonesia
Elsa,Q,Longbothom,Little grebe,Granite,Argentina
Clea,O,Balas,"Jackal, silver-backed",Granite,China
Lorelei,W,Casbolt,White-throated toucan,Wood,China
Maddy,Z,Junifer,"Tortoise, asian foreset",Rubber,Italy
Matthaeus,B,Attow,Pig-tailed macaque,Wood,Indonesia
Ardyth,H,Reame,White-winged tern,Plastic,Vietnam
Brewer,V,Hebble,"Puma, south american",Rubber,Colombia
Annadiana,J,Murrhardt,"Sifaka, verreaux's",Rubber,United States
Berna,C,Isakovic,"Oystercatcher, blackish",Rubber,China
Yorke,Q,Wickmann,Brown brocket,Vinyl,Sri Lanka
Eydie,U,De Francesco,"Bleu, red-cheeked cordon",Stone,Libya
Ulrica,G,Ipsley,"Lizard, collared",Stone,Russia
Isador,L,Douberday,Great egret,Rubber,Colombia
Lelah,C,Fussen,American alligator,Rubber,Brazil
Humfrid,U,Reiner,Common zorro,Plastic,Indonesia
Brandy,S,Boribal,"Genet, common",Aluminum,Russia
Thorndike,Z,Grogono,Helmeted guinea fowl,Stone,Indonesia
Delmar,C,Cribbott,Azara's zorro,Plastic,Indonesia
Robinia,W,Monks,Fairy penguin,Granite,Ukraine
Olga,C,Maryin,"Gorilla, western lowland",Aluminum,Indonesia
Conant,O,Hatchett,Common goldeneye,Stone,Indonesia
Kiele,I,Preuvost,"Kangaroo, red",Steel,France
Joellyn,N,Beavington,"Stork, saddle-billed",Rubber,Russia
Cahra,N,Trobey,Southern white-crowned shrike,Plexiglass,Colombia
Maridel,O,Stogill,Sandhill crane,Brass,Thailand
Cosette,K,Lashley,Russian dragonfly,Stone,United States
Marcus,A,Leuty,"Grouse, sage",Brass,Bangladesh
Selle,H,Cathel,"Mynah, indian",Vinyl,Sweden
Janette,N,Varley,Lava gull,Granite,Japan
Ira,V,Phette,White-fronted bee-eater,Stone,South Korea
Aylmar,H,Rakestraw,"Baboon, savanna",Wood,New Caledonia
Astra,A,Chinery,"Armadillo, giant",Vinyl,United States
Ruddie,B,Flute,"Whale, killer",Rubber,China
Helenelizabeth,I,Brotherhed,Weeper capuchin,Plastic,Poland
Deeanne,E,Layhe,"Gull, pacific",Brass,Iran
Mag,G,Boule,Mule deer,Aluminum,Poland
Adi,J,Ply,"Tarantula, salmon pink bird eater",Brass,China
Korella,U,Seage,Steenbuck,Stone,Argentina
Conny,D,Million,"Monkey, vervet",Plastic,China
Marika,A,Wissby,"Gull, swallow-tail",Stone,Switzerland
Gaby,X,Venneur,Common zebra,Plastic,China
Oliver,U,Anespie,Margay,Plastic,Canada
Birch,D,Munnings,"Marshbird, brown and yellow",Brass,Indonesia
Riobard,Y,MacAulay,Blue waxbill,Wood,Indonesia
Maddi,C,Ojeda,Tropical buckeye butterfly,Vinyl,Czech Republic
Cyndia,H,Grundle,Ring-tailed coatimundi,Granite,France
Kriste,H,Casaro,Waved albatross,Stone,Namibia
Godart,N,Beaulieu,Canadian tiger swallowtail butterfly,Plastic,Gabon
Adaline,H,Shackle,Sun gazer,Steel,China
Tomasina,B,Lipman,Woylie,Stone,Peru
Dahlia,L,Hector,Indian porcupine,Vinyl,Portugal
Vittorio,P,Clymo,"Owl, snowy",Aluminum,Malaysia
Amabel,H,Dobson,"Trotter, lily",Aluminum,China
Neda,A,Kenway,Brolga crane,Brass,Philippines
Cathrine,R,Bulteel,Arctic hare,Plexiglass,Pakistan
Candra,B,Pipet,"Stork, painted",Granite,China
Normy,M,Ovesen,Buttermilk snake,Vinyl,Canada
Bathsheba,O,Bengall,Blue racer,Granite,Greece
Lem,Y,Cluatt,"Lemur, brown",Plexiglass,Sweden
Wolfgang,Y,Yanin,"Legaan, ground",Plexiglass,South Africa
Willy,D,Fylan,Common raccoon,Plexiglass,Russia
Teddie,J,O'Fallone,"Cat, ringtail",Plastic,Sweden
Reinaldos,V,Slegg,"Dragon, komodo",Steel,China
Helli,E,Eunson,Gecko (unidentified),Steel,Finland
Farrel,F,Waterhowse,Eastern white pelican,Brass,Syria
Sandi,P,Hearson,"Monitor, white-throated",Brass,Brazil
Madelyn,Q,Kidde,"Wallaby, whip-tailed",Brass,Tunisia
Shane,S,McGowran,White spoonbill,Granite,Turkmenistan
Lindsy,D,Badrock,Great egret,Wood,Angola
Barty,G,Lozano,Chimpanzee,Aluminum,Albania
Caralie,B,Valek,Pied kingfisher,Stone,Palestinian Territory
Arabella,C,Motte,"Glider, squirrel",Granite,Brazil
Pietro,Q,Oguz,Southern hairy-nosed wombat,Glass,Portugal
Staffard,Q,Manolov,Oriental short-clawed otter,Plexiglass,Philippines
Ronald,B,Tamburi,"Squirrel, uinta ground",Rubber,United States
Taylor,V,Wintringham,"Shrike, common boubou",Rubber,China
Leigh,U,Arderne,Burmese black mountain tortoise,Plastic,Poland
Rick,T,Anwell,"Seal, common",Stone,China
Lynne,B,Gilfoyle,"Magpie, black-backed",Rubber,Mexico
Erda,C,Wiper,Little blue penguin,Granite,Nepal
Richart,A,Bruhnicke,"Bulbul, african red-eyed",Steel,Philippines
Ilise,P,Seaborne,"Bulbul, african red-eyed",Vinyl,Ukraine
Jolie,Q,Renne,"Lion, australian sea",Aluminum,Bolivia
Elvin,U,Grestye,Malleefowl,Wood,Indonesia
Olly,B,Greenstead,Eastern indigo snake,Glass,Colombia
Rosella,G,Bassingham,"Pelican, brown",Plexiglass,Poland
Aland,D,Liddle,Nine-banded armadillo,Vinyl,United States
Rosco,O,Pinder,Feral rock pigeon,Rubber,Japan
Fiann,N,Bennallck,Australian masked owl,Rubber,Ukraine
Tish,C,Cutriss,Ostrich,Glass,Canada
Nana,T,Haryngton,Green heron,Granite,Philippines
Yuri,X,Gorghetto,"Skink, african",Steel,Serbia
Rosemaria,I,Barz,Puku,Plexiglass,Portugal
Lulita,W,Quinell,Western grey kangaroo,Aluminum,China
Mersey,L,Rackham,Magnificent frigate bird,Vinyl,Brazil
Wildon,R,Kennion,Red deer,Plexiglass,France
Darla,L,Bowles,"Booby, blue-footed",Aluminum,Brazil
Mickey,O,Thacker,Brown hyena,Rubber,China
Vikky,Z,Lawn,Giant anteater,Wood,Brazil
Elyse,O,Gooly,"Grouse, greater sage",Glass,Indonesia
Tommy,G,Dellenbroker,"Wildebeest, blue",Granite,Portugal
Felike,Q,Marchington,Pampa gray fox,Vinyl,Peru
Harriett,S,Baus,Tyrant flycatcher,Rubber,Philippines
Brok,U,Poynton,White-winged black tern,Plastic,Russia
Amye,K,Heap,"Lion, galapagos sea",Plastic,Indonesia
Ina,U,Pacey,Red hartebeest,Vinyl,Russia
Amby,F,Towle,Wood pigeon,Steel,Chile
Paxon,K,Boutell,Eastern white pelican,Rubber,Portugal
Myrlene,L,Pethick,Pale-throated three-toed sloth,Plastic,Indonesia
Hanni,G,Stanmore,"Bird, red-billed tropic",Wood,Russia
Hersch,N,Winborn,Striped dolphin,Plastic,China
Reinaldos,N,Antrim,Crab-eating fox,Glass,Indonesia
Phedra,W,Pixton,Black-footed ferret,Stone,France
Tallia,V,Flaherty,"Butterfly, canadian tiger swallowtail",Rubber,Syria
Alvis,E,Bastow,Crown of thorns starfish,Granite,Malaysia
Dalli,Q,Rothman,Margay,Steel,Philippines
Norris,Y,Trodden,Long-crested hawk eagle,Brass,Nigeria
Lyn,J,Buttler,"Caracara, yellow-headed",Granite,Indonesia
Auria,Y,Morley,"Lemur, ring-tailed",Rubber,Argentina
Huntley,O,Hamerton,Common shelduck,Aluminum,Poland
Papageno,M,Birdseye,"Salmon, sockeye",Rubber,Philippines
Phil,Q,Misken,Arctic hare,Plexiglass,Portugal
Dion,Q,Oboy,"Kingfisher, pied",Granite,Peru
Antonin,E,Lapree,"Ferret, black-footed",Stone,Argentina
Alex,H,Koschke,Caribou,Steel,Philippines
Gwennie,L,Jerred,Eleven-banded armadillo (unidentified),Aluminum,China
Marybeth,H,Legrave,"Owl, australian masked",Glass,China
Reade,D,Smullin,"Deer, spotted",Plastic,China
Adelice,A,Bundock,Indian red admiral,Glass,Ukraine
Julieta,W,Acreman,"Bat, madagascar fruit",Brass,Philippines
Way,F,Kupka,"Fox, crab-eating",Steel,China
Filia,U,Bagshaw,"Turkey, wild",Wood,China
Zed,O,Tennison,Rock dove,Plastic,China
Valerie,X,Innocent,Adouri (unidentified),Plexiglass,Venezuela
Alyse,H,Bravey,"Coatimundi, ring-tailed",Stone,Yemen
Jena,E,Reardon,"Cat, tiger",Steel,Portugal
Ambrosi,A,Grutchfield,Northern fur seal,Granite,China
Gabbie,W,Warbrick,"Cat, long-tailed spotted",Aluminum,Russia
Dianne,S,Diego,Burrowing owl,Wood,Vietnam
Florri,L,Shedden,"Cormorant, javanese",Plexiglass,Slovenia
Ailina,Y,Dundridge,"Starfish, crown of thorns",Wood,China
Ameline,I,Billson,Magnificent frigate bird,Rubber,China
Karin,H,Blackston,"Catfish, blue",Granite,Russia
Bing,E,Scammonden,"Jackal, asiatic",Stone,Belarus
Elias,A,Cristofari,"Boa, columbian rainbow",Wood,Vietnam
Cirilo,R,Sheber,Rhesus monkey,Aluminum,China
Blinny,W,Milham,"Lion, galapagos sea",Granite,Armenia
Golda,H,Twiddell,"Armadillo, seven-banded",Stone,Portugal
Odell,O,Meert,Brown capuchin,Plastic,Sweden
Sherman,J,Vanyukov,Pine snake (unidentified),Vinyl,China
Angelique,K,Harbour,"Kingfisher, white-throated",Wood,Brazil
Candra,G,Kunzelmann,Flightless cormorant,Plastic,Japan
Milena,D,Klimczak,"Dove, ring",Stone,China
Margalo,W,Wycherley,African lynx,Glass,Malawi
Reba,V,Dray,"Colobus, magistrate black",Granite,Israel
Alexis,U,Vennart,"Raccoon, crab-eating",Brass,China
Diena,M,Welman,"Crab, red lava",Wood,Panama
Lorne,Q,Tourne,"Sunbird, lesser double-collared",Wood,Philippines
Robbi,J,Jessard,Nubian bee-eater,Steel,China
Hymie,I,Dowsey,"Heron, little",Vinyl,China
Marshal,Y,Ziemens,"Beaver, european",Plexiglass,Indonesia
Mendie,O,Klaggeman,Brolga crane,Brass,Poland
Stearn,G,Bewfield,"Bison, american",Stone,Canada
Muffin,W,Quinet,"Polecat, african",Wood,Indonesia
Godfry,F,Vogelein,Pine squirrel,Vinyl,Russia
Alasdair,P,Ackery,"Flicker, field",Glass,Russia
Sergio,S,Barrott,Northern elephant seal,Rubber,China
Johann,Z,Jzhakov,Vine snake (unidentified),Plastic,Indonesia
Jeffy,H,Coatts,"Cormorant, great",Brass,Poland
Allix,A,Shale,"Sandgrouse, yellow-throated",Vinyl,Chad
Dela,I,Rizzo,Red-tailed cockatoo,Aluminum,Brazil
Jacquenetta,R,McCaskell,Grison,Rubber,China
Felice,A,Bittlestone,Pied crow,Stone,Peru
Noach,H,Bonsall,Red howler monkey,Plastic,Ukraine
Stanfield,M,Selland,Springbok,Steel,Peru
Donia,D,Tesyro,"Boubou, southern",Granite,United States
Robinia,R,Darycott,"Pintail, white-cheeked",Plastic,Ukraine
Lester,P,Meneghi,Blue shark,Stone,Russia
Emory,V,Thunderman,Lesser masked weaver,Aluminum,China
Peri,W,Seargeant,Red-billed toucan,Stone,China
Gherardo,N,Ballam,"Squirrel, pine",Wood,Mexico
Mayor,O,Thayre,"Capuchin, black-capped",Brass,China
Smitty,X,Miners,White-winged tern,Wood,Mexico
Minna,V,Gallemore,Wolf spider,Granite,Germany
Ursala,X,McGloin,"Turtle, snake-necked",Glass,China
Pacorro,Q,Nevill,Cape wild cat,Stone,Indonesia
Stefania,X,Brickell,Chameleon (unidentified),Brass,United States
Perl,T,Shellibeer,Old world fruit bat (unidentified),Aluminum,Mongolia
Hedda,L,Rustan,"Rhinoceros, square-lipped",Granite,Canada
Maxy,G,Quarton,"Stork, greater adjutant",Aluminum,United States
Ross,K,Deporte,"Lizard, giant girdled",Plexiglass,Philippines
Nomi,E,Redford,"Cat, kaffir",Glass,Sierra Leone
Dion,R,MacComiskey,Red kangaroo,Wood,China
Jemmie,L,Pummell,Mountain lion,Glass,China
Alan,I,Cremer,"Tortoise, galapagos",Steel,Nigeria
Madeline,O,Eadmeads,"Lemming, collared",Stone,Poland
Brody,M,Ife,Currasow (unidentified),Plastic,Finland
Ario,Z,Cavozzi,Leopard,Rubber,Czech Republic
Estrella,N,Zanetello,"Catfish, blue",Plastic,Tunisia
Minda,M,Fazan,"Rhea, greater",Glass,Spain
